parameter,count,mean,std,min,25%,50%,75%,max,IQR,95%CI,95%CI/|mean|,range
CO,3.0,121.63443461875066,12.219112942558212,107.52504002483742,118.09637093489513,128.66770184495286,128.68913191570726,128.7105619864617,10.59276098081213,13.827227967423072,0.11367856487978055,21.185521961624275
Dg,3.0,0.8074054159859312,0.06401349353746608,0.7622538749374462,0.7707762052327201,0.7792985355279938,0.8299811865101736,0.8806638374923533,0.05920498127745355,0.07243808714222384,0.0897171182011071,0.1184099625549071
Dhl,3.0,0.4424678972205998,0.151374375779991,0.30029928716263093,0.36289374958204806,0.4254882120014652,0.5135522022495843,0.6016161924977034,0.15065845266753625,0.17129623174577915,0.38713821459543435,0.30131690533507244
Eb,3.0,0.04832092834714686,0.021633479171630624,0.024922264744183645,0.03868364026138353,0.052445015778583425,0.060020260148628476,0.06759550451867352,0.021336619887244945,0.024480586245568245,0.5066249155996134,0.04267323977448988
Eo,3.0,0.17282494947112995,0.016385114462375346,0.15795231934848353,0.16404281053076325,0.170133301713043,0.18026126453245317,0.1903892273518633,0.01621845400168992,0.018541502481288264,0.10728487141485081,0.03243690800337978
FA,3.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0
H,3.0,0.45,0.0,0.45,0.45,0.45,0.45,0.45,0.0,0.0,0.0,0.0
TR,3.0,0.00371,0.0,0.00371,0.00371,0.00371,0.00371,0.00371,0.0,0.0,0.0,0.0
TS,3.0,1.7825499999986885,0.02255130151615854,1.7695299999977578,1.7695299999977578,1.7695299999977578,1.7890599999991537,1.8085900000005495,0.01953000000139582,0.025519200001823877,0.014316120165965977,0.03906000000279164
Tg,3.0,53.628261003337705,5.240152759678415,48.808478197862954,50.8392957924772,52.87011338709146,56.038152406075085,59.20619142505871,5.198856613597883,5.929791068534383,0.1105721303953027,10.397713227195759
Thl,3.0,17.35859644375,2.3759436619839627,15.20013805417943,16.085684273694817,16.971230493210207,18.437825638535283,19.90442078386036,2.3521413648404668,2.688633357138619,0.1548877160576348,4.70428272968093
To,3.0,29.89756074264164,7.1873634138988125,22.23617228058193,26.600589766544996,30.965007252508062,33.7282549736715,36.491502694834935,7.127665207126501,8.133267355485168,0.2720378236036169,14.255330414253006
