parameter,count,mean,std,min,25%,50%,75%,max,IQR,95%CI,95%CI/|mean|,range
c_T1_2,8.0,0.53679499425,0.051413020399786825,0.46023999,0.50145499375,0.533470001,0.5671150057500001,0.621599976,0.06566001200000005,0.03562740545865213,0.06637059927958174,0.16135998600000007
c_T1_3,8.0,0.6690425035,0.05915673476515351,0.574929993,0.637877518,0.6721800229999999,0.71788748175,0.739849976,0.08000996374999991,0.040993525739188144,0.061271930444981276,0.164919983
c_dose,8.0,0.021875000000000002,0.0057863756235784465,0.0125,0.021875000000000002,0.025,0.025,0.025,0.0031249999999999993,0.004009753733086359,0.18330302779823357,0.0125
c_kbh,8.0,0.0003261481071088429,9.397920763272863e-05,0.00015951758230354254,0.0003010928826552962,0.000310019918484835,0.0003610096184708661,0.000457339021621912,5.9916735815569906e-05,6.512426830748813e-05,0.19967697769208487,0.0002978214393183695
c_khe,8.0,0.0019785768614335566,0.000647664142764555,0.0012223798635387763,0.0015015571908811244,0.0019436105744577805,0.0023359282169924207,0.0028904119518569733,0.0008343710261112963,0.0004488083531345853,0.22683392385848788,0.001668032088318197
c_tmax,8.0,2679.5599999999863,282.5385348781206,2394.1599999999758,2501.749374999968,2538.5712499999913,2973.814999999989,3083.3449999999953,472.0656250000211,195.78921567965432,0.07306767367763936,689.1850000000195
c_vol,8.0,921.3038216875001,176.92651422333287,683.6791992,828.341674775,915.1062012,1040.95458975,1186.116609,212.61291497499997,122.60381921943647,0.13307642531523423,502.43740979999995
d_B1corr_a,8.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
d_B1corr_l,8.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
d_BAT,8.0,70.23182822556132,5.6880510579714665,64.73902924421883,66.43332695634435,67.25781422657909,74.87212859896934,80.36465688258735,8.438801642624995,3.941618285330401,0.05612296283490203,15.625627638368528
d_CL,8.0,0.12657892767134793,0.04290980409807299,0.0792696565386431,0.09903112073402558,0.11666035254082119,0.14278958514465415,0.21751500198157075,0.04375846441062857,0.02973497718799104,0.23491253824803707,0.13824534544292766
d_R10_a,8.0,0.5787025659816184,0.03426920984023231,0.5211536403322337,0.5608042980855754,0.5823475897332112,0.5890756498359525,0.6406970583071785,0.028271351750377094,0.023747350850654367,0.04103550294506326,0.11954341797494483
d_R10_l,8.0,1.2490573705895616,0.09746354585741764,1.1346616348855905,1.1940313016228004,1.2159564544120964,1.2793950424583882,1.415929203539823,0.08536374083558784,0.06753879151038072,0.05407180895021824,0.2812675686542325
d_R20s_a,8.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0
d_R20s_l,8.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0
d_S0_a,8.0,5797.0719279515615,1465.2712215898187,3697.464417280801,5097.434830256001,5400.26756358447,6537.048118156588,8518.417903703243,1439.6132879005872,1015.3811527223838,0.17515414080452446,4820.9534864224415
d_S0_l,8.0,4972.480442044538,1355.4278145416731,3847.8483102743326,4258.248983793323,4395.297284403631,5130.331298292934,7378.57446108836,872.0823144996111,939.2635550898534,0.1888923578558422,3530.7261508140277
d_T1_1,8.0,0.8046674956250001,0.05962502412535776,0.70625,0.783102478,0.822475006,0.8375025025,0.881320007,0.05440002450000003,0.04131803370970292,0.051347959168663124,0.17507000699999997
d_T1_2,8.0,0.726665000875,0.059358292832032,0.615119995,0.7048599855000001,0.7362099915,0.75452749625,0.817150024,0.04966751074999998,0.041133198353562925,0.05660544859602865,0.202030029
