parameter,count,mean,std,min,25%,50%,75%,max,IQR,95%CI,95%CI/|mean|,range
d_tmax,6.0,10929.266666666668,761.7347088499163,9665.1,10587.35,11091.6,11502.1,11669.1,914.75,609.5147096429348,0.05576903997611319,2004.0
d_vol,6.0,901.50432595,145.89691521246746,706.9215997,824.5257056749999,870.22460905,1015.255686525,1088.763021,190.72998085000006,116.74184579010438,0.12949671169584517,381.8414213
dose_tolerance,6.0,0.09999999999999999,1.5202354861220293e-17,0.1,0.1,0.1,0.1,0.1,0.0,1.2164417350911638e-17,1.216441735091164e-16,0.0
dt,6.0,0.09999999999999999,1.5202354861220293e-17,0.1,0.1,0.1,0.1,0.1,0.0,1.2164417350911638e-17,1.216441735091164e-16,0.0
field_strength,6.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0
r_CL,6.0,-0.7696817397655895,0.08125018294259427,-0.8784983606718672,-0.8152425087207769,-0.7791873536663897,-0.7158032749768916,-0.6592812281029257,0.0994392337438853,0.06501368664093286,0.08446827212080296,0.2192171325689415
r_kbh,6.0,-0.47629154277230773,0.2199725226818457,-0.7473148801360678,-0.6553655696351852,-0.46383630078903004,-0.29090960523119314,-0.23028574229056725,0.3644559644039921,0.17601467641441823,0.36955238673755425,0.5170291378455005
r_khe,6.0,-0.7729864909622736,0.0733150115953515,-0.8794266327896069,-0.813325445656612,-0.768559897494438,-0.7318344894811574,-0.6735325361410914,0.08149095617545465,0.05866422717231548,0.07589295266892142,0.20589409664851543
rate,6.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ve,6.0,0.256856541811086,0.03803926037487564,0.20320443678239533,0.23739009333090316,0.2528398887686515,0.2882214555669597,0.29999956386210186,0.050831362236056554,0.030437747516363387,0.11850096283998822,0.09679512707970653
vh,6.0,0.5329881057980254,0.06916229159068302,0.4545462475234512,0.4759609898782551,0.5402911113297246,0.5683816484892671,0.6305373876683722,0.09242065861101201,0.055341359120660724,0.10383225914169313,0.175991140144921
weight,6.0,70.5,9.15969431804359,59.0,65.25,69.5,74.5,85.0,9.25,7.329281911165197,0.1039614455484425,26.0
