parameter,,T,dof,alternative,p-val,CI95%,cohen-d,BF10,power
r_kbh,T-test,-4.3342962246677885,7,two-sided,0.003419830652978955,[-0.99 -0.59],1.5324051260669225,15.288,0.9582074477861227
r_khe,T-test,-4.289760048519921,7,two-sided,0.003611755784326875,[-0.95 -0.91],1.5166592099857843,14.635,0.9547993683810172
