parameter,count,mean,std,min,25%,50%,75%,max,IQR,95%CI,95%CI/|mean|,range
CO,6.0,119.1177806201344,69.54539186411282,66.70224895061705,79.30819402247964,103.51474809770285,111.23044231201195,255.9332555272634,31.922248289532305,55.647903182800476,0.467167058461752,189.23100657664637
Dg,6.0,0.8271247420035461,0.08130193359583499,0.7579238921725143,0.7767052739376897,0.8010113891381094,0.8424985860618586,0.9778708943318852,0.06579331212416883,0.06505509578773605,0.07865209742142756,0.2199470021593709
Dhl,6.0,0.450997774469331,0.08935931211040579,0.3106427582459233,0.4116496806863254,0.45955858794676097,0.5001370806001412,0.5668834229257593,0.08848739991381577,0.07150234135595589,0.15854255919575105,0.256240664679836
Eb,6.0,0.03611406236984379,0.011882312570783288,0.023861772081902592,0.02713403506821152,0.036071188426530204,0.03932110672453024,0.05612082851146415,0.012187071656318722,0.009507830235807911,0.26327224388212844,0.03225905642956156
Eo,6.0,0.2189193680420225,0.03992617267189152,0.16471876602971544,0.19380689279738894,0.2183171424154872,0.248806309962589,0.26755698198846595,0.05499941716520007,0.03194759180660685,0.14593314466573087,0.1028382159587505
H,6.0,0.45,0.0,0.45,0.45,0.45,0.45,0.45,0.0,0.0,0.0,0.0
TS,6.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
Tg,6.0,33.916310321051704,12.844919881228627,24.52389604574808,25.472363086210724,28.948167427193127,36.29035944157748,58.0261126072537,10.817996355366756,10.278076502007472,0.303042294539566,33.50221656150562
Thl,6.0,20.035027401210368,2.401410204406421,15.805016829703808,19.391758368578287,20.386617631245294,21.709245494725167,22.42165225149338,2.3174871261468795,1.9215283568767385,0.09590844666180262,6.616635421789573
To,6.0,33.87911873890694,10.555332047766315,23.66366056001891,28.16134260700801,30.913876606318937,35.496480992207076,53.515451599377364,7.335138385199066,8.44602467700689,0.24929883041223957,29.851791039358453
To_e,6.0,545.5975619785081,112.61485610837659,395.97901064084937,480.34467488366937,546.8843940046379,590.7783654564028,720.2631154372532,110.43369057273338,90.11065207467419,0.16515955780283303,324.2841047964038
a_CL,6.0,0.15624445995220682,1.8804132573103418,-1.210248792258433,-0.7581097773832343,-0.474172945145825,-0.08219879832010735,3.9003575797705627,0.6759109790631269,1.5046439754185612,9.630062889134198,5.110606372028996
a_kbh,6.0,-5.4656747217135564e-05,0.0001599180813504509,-0.00033565421604378075,-9.996162517634811e-05,-2.0577989459625958e-05,6.877952327419826e-05,7.672718789000175e-05,0.00016874114845054637,0.0001279611153181418,2.3411769238624656,0.0004123814039337825
a_khe,6.0,0.00015433405753523632,0.0015949879597284093,-0.0011671094914481885,-0.000693206717962528,-0.000335461131458416,0.00015981663866957926,0.003251582117661426,0.0008530233566321073,0.0012762561714243531,8.269439628598947,0.004418691609109614
c_B1corr_a,6.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
c_B1corr_l,6.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
c_BAT,6.0,70.72584334921588,2.8875374811272785,67.857053814351,68.14163638428141,70.38688989380883,73.27111168655185,74.09848899475486,5.129475302270436,2.3105111910282594,0.032668556239335046,6.241435180403855
c_CL,6.0,3.057070165113283,1.2257773695864729,1.498033989531393,2.5629069291417,2.9694308976010992,3.189000018030095,5.215936541451115,0.6260930888883949,0.980826170621018,0.32083861921588325,3.717902551919722
c_R10_a,6.0,0.5431830526887561,0.0,0.5431830526887561,0.5431830526887561,0.5431830526887561,0.5431830526887561,0.5431830526887561,0.0,0.0,0.0,0.0
c_R10_l,6.0,1.3166499453264073,0.053256789052331895,1.2460593373456446,1.2809383935485172,1.316458806761072,1.3581862847348354,1.3797290212202324,0.07724789118631814,0.04261430644896978,0.03236570707364848,0.13366968387458789
c_R20s_a,6.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0
c_R20s_l,6.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0
c_S0_a,6.0,21823.77647406879,4515.190180514011,17085.471210574648,18216.55098751407,21571.099497398558,24059.305279356988,28727.913281478588,5842.754291842917,3612.9045977355695,0.16554901036621483,11642.44207090394
c_S0_l,6.0,10684.955323775834,1254.4310126727535,8696.992675665968,10275.319821056286,10563.483806999311,11655.652877190709,12086.797259993962,1380.3330561344228,1003.7538601998681,0.09394085700726758,3389.8045843279942
c_T1_1,6.0,0.7605433333333332,0.030867724027965962,0.72478,0.7364925,0.759615,0.7808550000000001,0.80253,0.04436250000000008,0.02469932330725773,0.032475892200651814,0.07774999999999999
c_T1_2,6.0,0.4449966666666667,0.07800056580991363,0.35727,0.379545,0.44654499999999997,0.4913075,0.55618,0.11176249999999999,0.06241345138833811,0.14025599754680884,0.19891000000000003
c_T1_3,6.0,0.6210933333333333,0.09522872857844249,0.4655,0.5704674999999999,0.65681,0.687945,0.70743,0.11747750000000012,0.07619885266458487,0.12268502747507333,0.24192999999999998
c_dose,6.0,0.024999999999999998,3.800588715305073e-18,0.025,0.025,0.025,0.025,0.025,0.0,3.0411043377279095e-18,1.216441735091164e-16,0.0
